ID segnalazione,Validità temporale,Categoria evento,Codice evento,Descrizione evento,Coord. Inizio,Coord. Fine,Coord. Media,Numero di Coord,Elenco coordinate,Tipo di rappresentazione,Data Inizio evento,Ora Inizio evento,Data Fine evento,Ora Fine evento,Località Inizio segnalazione,Origine,Località Fine segnalazione,Destinazione,Numero della strada,Lunghezza (m),Ritardo (s),Validità temporale,Probabilità,Numero segnalazioni,Ultimo aggiornamento
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43275587256012000,present,⛔,401,⛔Strada chiusa,"44.9759513417,10.4487919413","44.9752727192,10.4488241278","44.9756187614,10.4488214456",3,"[[10.4487919413,44.9759513417],[10.4488214456,44.9756187614],[10.4488241278,44.9752727192]]",LineString,28/04/2025,21:57:00,,,Casalmaggiore,,Casalmaggiore,,,15/03/1900,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43275587324012000,present,⛔,401,⛔Strada chiusa,"44.9752727192,10.4488241278","44.9759513417,10.4487919413","44.9756187614,10.4488214456",3,"[[10.4488241278,44.9752727192],[10.4488214456,44.9756187614],[10.4487919413,44.9759513417]]",LineString,30/04/2025,00:55:30,,,Casalmaggiore,,Casalmaggiore,,,15/03/1900,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43275587300011000,present,🚧,701,🚧Lavori stradali,"44.9748972647,10.4503878556","44.9751640915,10.4492479168","44.975030026,10.4498393439",5,"[[10.4503878556,44.9748972647],[10.4501022004,44.9749656318],[10.4498393439,44.975030026],[10.4494249426,44.9751292262],[10.4492479168,44.9751640915]]",LineString,23/04/2025,14:37:30,,,Casalmaggiore,,Casalmaggiore,,SPexSS358,03/04/1900,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43688201096036000,present,🚧,701,🚧Lavori stradali,"44.4317620051,10.4536279641","44.4289765183,10.4559735559","44.4298213901,10.4554934405",47,"[[10.4536279641,44.4317620051],[10.4536681973,44.4317217234],[10.4537714623,44.4316104548],[10.4538224243,44.4315487453],[10.4539243482,44.4314106018],[10.4540410243,44.4312496535],[10.4541416071,44.431112886],[10.4542663299,44.4309385295],[10.4543239974,44.4308594015],[10.4543950759,44.4307695593],[10.454447379,44.4307105424],[10.4545050465,44.4306515253],[10.4545895361,44.4305683866],[10.4547974073,44.4303605095],[10.4549020134,44.4302585758],[10.4550294183,44.4301271929],[10.4551058613,44.4300574612],[10.4551380478,44.430030586],[10.4551715754,44.4300051473],[10.4552185141,44.4299716281],[10.4552667938,44.4299394257],[10.4553418957,44.4298992027],[10.4553995632,44.4298696937],[10.4554934405,44.4298213901],[10.4555685423,44.4297865539],[10.4556704663,44.429739567],[10.4557321571,44.4297087412],[10.4557737313,44.4296873128],[10.4558287166,44.4296524167],[10.4558635853,44.4296282947],[10.4558957718,44.4296014792],[10.455910524,44.4295866947],[10.4559373461,44.4295585623],[10.4559588038,44.4295276765],[10.4559775792,44.4294955338],[10.4559856258,44.4294780558],[10.4559990369,44.4294432194],[10.4560044013,44.4294204142],[10.4560057424,44.4294043128],[10.4560057424,44.4293707933],[10.4560017191,44.4292983671],[10.4559950136,44.429243359],[10.4559816025,44.4291642886],[10.4559735559,44.4291132908],[10.4559695326,44.4290636696],[10.4559695326,44.4290127316],[10.4559735559,44.4289765183]]",LineString,21/04/2025,04:09:00,,,Castelnovo ne' Monti,,Castelnovo ne' Monti,,SP9,10/01/1901,55,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43541045212055000,present,⛔,401,⛔Strada chiusa,"44.6294434891,10.4604984425","44.624653071,10.4591667257","44.6274908377,10.4592673086",27,"[[10.4604984425,44.6294434891],[10.4604447983,44.6293750693],[10.4603106879,44.629236917],[10.4601953529,44.629120239],[10.4599620007,44.6289190941],[10.4598131381,44.6287876814],[10.4596937798,44.6286991581],[10.459606608,44.6285945287],[10.4595663749,44.6284443249],[10.4595100485,44.6281587099],[10.4594255589,44.627909243],[10.4593732558,44.627776456],[10.4593209528,44.6276490972],[10.4592673086,44.6274908377],[10.4592807196,44.6273593622],[10.4593155883,44.6271354236],[10.459311565,44.6270214257],[10.4592673086,44.6268846399],[10.4592458509,44.6267317472],[10.4592458509,44.6265252252],[10.459272673,44.6263361214],[10.4593035184,44.6259793878],[10.4593558215,44.6256494967],[10.4593638681,44.625417498],[10.4592673086,44.6250527052],[10.4591935478,44.6248153351],[10.4591667257,44.624653071]]",LineString,07/05/2025,08:30:00,09/05/2025,18:00:00,,,,,,15/07/1901,,present,Certo (verificato),, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43315983468028000,present,⛔,401,⛔Strada chiusa,"44.9426812104,10.5146146916","44.9400097149,10.5110165082","44.9428139869,10.5113625132",7,"[[10.5146146916,44.9426812104],[10.5144497358,44.9426879145],[10.5117259525,44.942804613],[10.5113625132,44.9428139869],[10.5112029217,44.9428180212],[10.5111211144,44.9414393376],[10.5110165082,44.9400097149]]",LineString,06/05/2025,14:54:00,,,Viadana,,,,,03/08/1901,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43373691784028000,present,⛔,401,⛔Strada chiusa,"44.8730014714,10.5261897646","44.8742017593,10.5255178713","44.8740341351,10.5256077253",6,"[[10.5261897646,44.8730014714],[10.5259188615,44.873456119],[10.5258719229,44.8735418921],[10.5256077253,44.8740341351],[10.5255259179,44.8741856622],[10.5255178713,44.8742017593]]",LineString,10/02/2025,09:21:00,,,Poviglio,,Poviglio,,SP1,22/05/1900,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43373691712020000,present,⛔,401,⛔Strada chiusa,"44.8742017593,10.5255178713","44.8730014714,10.5261897646","44.8735418921,10.5258719229",6,"[[10.5255178713,44.8742017593],[10.5255259179,44.8741856622],[10.5256077253,44.8740341351],[10.5258719229,44.8735418921],[10.5259188615,44.873456119],[10.5261897646,44.8730014714]]",LineString,17/02/2025,16:02:00,,,Poviglio,,Poviglio,,SP1,22/05/1900,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43373691784012000,present,🚧,701,🚧Lavori stradali,"44.8683129389,10.5289873086","44.8694381193,10.5283140742","44.868956708,10.5286010705",5,"[[10.5289873086,44.8683129389],[10.5289417111,44.8683867199],[10.5286010705,44.868956708],[10.5285635196,44.8690197361],[10.5283140742,44.8694381193]]",LineString,06/05/2025,13:15:30,,,Poviglio,,Poviglio,,SP1,14/05/1900,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43373691712020001,present,🚧,701,🚧Lavori stradali,"44.8694381193,10.5283140742","44.8680326651,10.5291603111","44.8683867199,10.5289417111",6,"[[10.5283140742,44.8694381193],[10.5285635196,44.8690197361],[10.5286010705,44.868956708],[10.5289417111,44.8683867199],[10.5289873086,44.8683129389],[10.5291603111,44.8680326651]]",LineString,06/05/2025,17:15:30,,,Poviglio,,Poviglio,,SP1,17/06/1900,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43691086852132000,present,⛔,401,⛔Strada chiusa,"44.4486679237,10.5298979186","44.4542764355,10.5234539114","44.452801228,10.5265813671",146,"[[10.5298979186,44.4486679237],[10.5298040413,44.448673309],[10.5296229922,44.4486491949],[10.5294580363,44.4486491949],[10.5293440424,44.448677318],[10.5292018853,44.4487484038],[10.5290731393,44.4488489889],[10.5287794374,44.4490729561],[10.5286520325,44.4491655225],[10.528555473,44.4492245209],[10.5284629368,44.4492835191],[10.5283543073,44.4493358157],[10.5282684766,44.449382727],[10.5282081269,44.4494283219],[10.5281678938,44.4494578808],[10.5281437539,44.4495289058],[10.5281209551,44.4496777768],[10.5281048619,44.4497408434],[10.5280659698,44.4498427432],[10.527978798,44.4499366248],[10.5278849207,44.4499835954],[10.5276810728,44.4500935127],[10.5275858544,44.4501954716],[10.5275630556,44.4502504599],[10.5275067292,44.4504113559],[10.5274973415,44.4504972188],[10.5274946593,44.4505361113],[10.5274799072,44.4509303605],[10.5274208986,44.4511771763],[10.5274074875,44.4512441904],[10.5273739599,44.4513742692],[10.5273350679,44.4514681483],[10.5273136102,44.4515057239],[10.5272800826,44.4515620273],[10.5272438728,44.4515982865],[10.5271862053,44.4516331096],[10.5271526777,44.451645196],[10.5270440482,44.4516733776],[10.5269997917,44.4516800789],[10.5269528531,44.4516840878],[10.5268562936,44.4516720014],[10.5267141365,44.4516250919],[10.5266122125,44.4515459321],[10.5265263818,44.4514681483],[10.5264472567,44.4513809706],[10.5263855659,44.4513112642],[10.5262313389,44.4511476183],[10.526052972,44.4509075637],[10.5259818934,44.4508418656],[10.5259134971,44.4507841853],[10.5258786284,44.4507627645],[10.5258276664,44.450769466],[10.525796821,44.4507908867],[10.5257847511,44.4508257702],[10.5257887744,44.4508928444],[10.5258008443,44.4509317367],[10.5258088909,44.450951841],[10.5258276664,44.4509947422],[10.5258518063,44.4510457209],[10.5261079572,44.4516532137],[10.5261455082,44.451806148],[10.5261401438,44.4519228229],[10.5261294149,44.4520220263],[10.5261280738,44.4521118956],[10.5261334382,44.4521816609],[10.526156237,44.4522433487],[10.5262098812,44.4523479365],[10.5262527965,44.452431104],[10.5262930297,44.4524941078],[10.526322534,44.4525356915],[10.5263922714,44.4526040802],[10.5264794432,44.4526952649],[10.5265518628,44.4527636533],[10.5265813671,44.452801228],[10.5265880727,44.4528602227],[10.5265773438,44.4528910961],[10.5265612506,44.4528991137],[10.526515653,44.4529152085],[10.5264432334,44.4529152085],[10.5263574027,44.4528964212],[10.5262581609,44.4528629152],[10.5261589192,44.4528428115],[10.526066383,44.4528294091],[10.5259403192,44.4528173229],[10.5258343719,44.4527838168],[10.5257820688,44.452762337],[10.5257512234,44.4527542596],[10.5256975793,44.4527328396],[10.5256694161,44.452718061],[10.5255983375,44.4526791699],[10.5255634688,44.4526510487],[10.5255379878,44.4526214914],[10.5255286001,44.4525879852],[10.5255192124,44.4525316827],[10.5255151891,44.4524833978],[10.5255232357,44.4523908366],[10.5255218946,44.4523761177],[10.5255379878,44.452197756],[10.5255218946,44.4521279907],[10.5254950725,44.4520958005],[10.5254400872,44.4520770129],[10.5254011952,44.4520649865],[10.5253623031,44.4520609178],[10.5253180467,44.452056909],[10.5252751313,44.452103878],[10.5252402626,44.4522768551],[10.5251691841,44.45262556],[10.5251611375,44.4526952649],[10.5251691841,44.4527663458],[10.525206735,44.4529621768],[10.5252617203,44.4532880219],[10.5252979301,44.4533805817],[10.5253287755,44.4534395758],[10.5253555976,44.4535053308],[10.5253435277,44.4535415289],[10.5253019534,44.4535576236],[10.5252523326,44.4535616323],[10.5252147816,44.4535468539],[10.5251839362,44.4535227418],[10.5251450442,44.4534784664],[10.524821838,44.4527113598],[10.5247775816,44.4526295688],[10.524706503,44.4525933701],[10.524667611,44.4525866689],[10.5246045791,44.4525785915],[10.5245428883,44.4525933701],[10.5244838797,44.4526335776],[10.5244597398,44.4526845549],[10.524449011,44.4527355321],[10.5244476699,44.4528522052],[10.5244449877,44.4531432287],[10.5244731508,44.4535307592],[10.5244838797,44.4536716026],[10.5245187484,44.4538083771],[10.524538865,44.4539653144],[10.5245335006,44.4540551807],[10.5245174073,44.4541087893],[10.524487903,44.4541624577],[10.5244503521,44.4541906381],[10.5244020723,44.454228152],[10.524321606,44.4542751193],[10.5242009066,44.4543207103],[10.5241097115,44.4543528993],[10.5239796244,44.4543716861],[10.523794552,44.45437031],[10.5234539114,44.4542764355]]",LineString,01/07/2024,12:56:00,,,Carpineti,,Carpineti,,SP76,11/05/1904,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43682430436132000,present,⛔,401,⛔Strada chiusa,"44.4542764355,10.5234539114","44.4486679237,10.5298979186","44.4527636533,10.5265518628",146,"[[10.5234539114,44.4542764355],[10.523794552,44.45437031],[10.5239796244,44.4543716861],[10.5241097115,44.4543528993],[10.5242009066,44.4543207103],[10.524321606,44.4542751193],[10.5244020723,44.454228152],[10.5244503521,44.4541906381],[10.524487903,44.4541624577],[10.5245174073,44.4541087893],[10.5245335006,44.4540551807],[10.524538865,44.4539653144],[10.5245187484,44.4538083771],[10.5244838797,44.4536716026],[10.5244731508,44.4535307592],[10.5244449877,44.4531432287],[10.5244476699,44.4528522052],[10.524449011,44.4527355321],[10.5244597398,44.4526845549],[10.5244838797,44.4526335776],[10.5245428883,44.4525933701],[10.5246045791,44.4525785915],[10.524667611,44.4525866689],[10.524706503,44.4525933701],[10.5247775816,44.4526295688],[10.524821838,44.4527113598],[10.5251450442,44.4534784664],[10.5251839362,44.4535227418],[10.5252147816,44.4535468539],[10.5252523326,44.4535616323],[10.5253019534,44.4535576236],[10.5253435277,44.4535415289],[10.5253555976,44.4535053308],[10.5253287755,44.4534395758],[10.5252979301,44.4533805817],[10.5252617203,44.4532880219],[10.525206735,44.4529621768],[10.5251691841,44.4527663458],[10.5251611375,44.4526952649],[10.5251691841,44.45262556],[10.5252402626,44.4522768551],[10.5252751313,44.452103878],[10.5253180467,44.452056909],[10.5253623031,44.4520609178],[10.5254011952,44.4520649865],[10.5254400872,44.4520770129],[10.5254950725,44.4520958005],[10.5255218946,44.4521279907],[10.5255379878,44.452197756],[10.5255218946,44.4523761177],[10.5255232357,44.4523908366],[10.5255151891,44.4524833978],[10.5255192124,44.4525316827],[10.5255286001,44.4525879852],[10.5255379878,44.4526214914],[10.5255634688,44.4526510487],[10.5255983375,44.4526791699],[10.5256694161,44.452718061],[10.5256975793,44.4527328396],[10.5257512234,44.4527542596],[10.5257820688,44.452762337],[10.5258343719,44.4527838168],[10.5259403192,44.4528173229],[10.526066383,44.4528294091],[10.5261589192,44.4528428115],[10.5262581609,44.4528629152],[10.5263574027,44.4528964212],[10.5264432334,44.4529152085],[10.526515653,44.4529152085],[10.5265612506,44.4528991137],[10.5265773438,44.4528910961],[10.5265880727,44.4528602227],[10.5265813671,44.452801228],[10.5265518628,44.4527636533],[10.5264794432,44.4526952649],[10.5263922714,44.4526040802],[10.526322534,44.4525356915],[10.5262930297,44.4524941078],[10.5262527965,44.452431104],[10.5262098812,44.4523479365],[10.526156237,44.4522433487],[10.5261334382,44.4521816609],[10.5261280738,44.4521118956],[10.5261294149,44.4520220263],[10.5261401438,44.4519228229],[10.5261455082,44.451806148],[10.5261079572,44.4516532137],[10.5258518063,44.4510457209],[10.5258276664,44.4509947422],[10.5258088909,44.450951841],[10.5258008443,44.4509317367],[10.5257887744,44.4508928444],[10.5257847511,44.4508257702],[10.525796821,44.4507908867],[10.5258276664,44.450769466],[10.5258786284,44.4507627645],[10.5259134971,44.4507841853],[10.5259818934,44.4508418656],[10.526052972,44.4509075637],[10.5262313389,44.4511476183],[10.5263855659,44.4513112642],[10.5264472567,44.4513809706],[10.5265263818,44.4514681483],[10.5266122125,44.4515459321],[10.5267141365,44.4516250919],[10.5268562936,44.4516720014],[10.5269528531,44.4516840878],[10.5269997917,44.4516800789],[10.5270440482,44.4516733776],[10.5271526777,44.451645196],[10.5271862053,44.4516331096],[10.5272438728,44.4515982865],[10.5272800826,44.4515620273],[10.5273136102,44.4515057239],[10.5273350679,44.4514681483],[10.5273739599,44.4513742692],[10.5274074875,44.4512441904],[10.5274208986,44.4511771763],[10.5274799072,44.4509303605],[10.5274946593,44.4505361113],[10.5274973415,44.4504972188],[10.5275067292,44.4504113559],[10.5275630556,44.4502504599],[10.5275858544,44.4501954716],[10.5276810728,44.4500935127],[10.5278849207,44.4499835954],[10.527978798,44.4499366248],[10.5280659698,44.4498427432],[10.5281048619,44.4497408434],[10.5281209551,44.4496777768],[10.5281437539,44.4495289058],[10.5281678938,44.4494578808],[10.5282081269,44.4494283219],[10.5282684766,44.449382727],[10.5283543073,44.4493358157],[10.5284629368,44.4492835191],[10.528555473,44.4492245209],[10.5286520325,44.4491655225],[10.5287794374,44.4490729561],[10.5290731393,44.4488489889],[10.5292018853,44.4487484038],[10.5293440424,44.448677318],[10.5294580363,44.4486491949],[10.5296229922,44.4486491949],[10.5298040413,44.448673309],[10.5298979186,44.4486679237]]",LineString,01/07/2024,13:00:00,,,Carpineti,,Carpineti,,SP76,11/05/1904,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43486222872001001,present,🚧,701,🚧Lavori stradali,"44.7279542765,10.5464766525","44.728257384,10.5456626021","44.7280857027,10.5461266242",5,"[[10.5464766525,44.7279542765],[10.5462996267,44.7280240093],[10.5461266242,44.7280857027],[10.5459335052,44.7281581745],[10.5456626021,44.728257384]]",LineString,06/05/2025,17:15:30,,,,,,,SS9,12/03/1900,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43517962468004000,present,🚧,701,🚧Lavori stradali,"44.6920220577,10.5641162001","44.6914615226,10.5617625617","44.6918638548,10.563319584",6,"[[10.5641162001,44.6920220577],[10.5638466381,44.6919630669],[10.5636106037,44.6919201643],[10.563319584,44.6918638548],[10.5628501974,44.6917565387],[10.5617625617,44.6914615226]]",LineString,06/05/2025,21:15:30,,,Reggio Emilia,,,,SP28,14/07/1900,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43491993624092000,present,⛔,401,⛔Strada chiusa,"44.7283579629,10.5740376912","44.7190185035,10.5738392078","44.7237472314,10.5725423597",50,"[[10.5740376912,44.7283579629],[10.57382982,44.7282238576],[10.573662182,44.7281380468],[10.5735575758,44.7280897521],[10.573470404,44.7280481864],[10.5733631157,44.727975774],[10.5732826494,44.7279114007],[10.5732075476,44.7278308893],[10.5731404923,44.7277343589],[10.5730948948,44.7276405081],[10.5730600261,44.7275358785],[10.5730358862,44.7274017713],[10.5730036997,44.7271885212],[10.5731176936,44.72649386],[10.5731686555,44.7260432339],[10.573187431,44.7258071704],[10.5731606089,44.7254907104],[10.5730747782,44.7251527502],[10.5729889475,44.7248818446],[10.5729098224,44.7246819847],[10.5728736125,44.7245170223],[10.572777053,44.7242353941],[10.5727327966,44.7241429073],[10.572673788,44.7240423211],[10.5725571119,44.7237915396],[10.5725423597,44.7237472314],[10.5724913977,44.7235018085],[10.5724887155,44.7234039011],[10.5725517475,44.7230699784],[10.5726576947,44.7226113452],[10.5726711058,44.7224611467],[10.5726603769,44.7223391175],[10.5726389192,44.7222089885],[10.5725933217,44.722017219],[10.5725101732,44.7217289083],[10.5724511646,44.7215075972],[10.5724377536,44.7214016463],[10.5724350714,44.7213037353],[10.5724538468,44.7211937937],[10.5724967622,44.7210368616],[10.5725369953,44.7209027989],[10.5725960039,44.7207150154],[10.5726576947,44.7205339612],[10.5727059745,44.720411928],[10.5727783941,44.720242963],[10.5728642248,44.7200927583],[10.5730251573,44.7198754909],[10.5732209586,44.7196421419],[10.5735481881,44.719297477],[10.5738392078,44.7190185035]]",LineString,06/11/2024,10:12:30,,,Reggio nell’Emilia,,Reggio Emilia,,SP70,12/01/1903,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43491993632092000,present,⛔,401,⛔Strada chiusa,"44.7190185035,10.5738392078","44.7283579629,10.5740376912","44.7237915396,10.5725571119",50,"[[10.5738392078,44.7190185035],[10.5735481881,44.719297477],[10.5732209586,44.7196421419],[10.5730251573,44.7198754909],[10.5728642248,44.7200927583],[10.5727783941,44.720242963],[10.5727059745,44.720411928],[10.5726576947,44.7205339612],[10.5725960039,44.7207150154],[10.5725369953,44.7209027989],[10.5724967622,44.7210368616],[10.5724538468,44.7211937937],[10.5724350714,44.7213037353],[10.5724377536,44.7214016463],[10.5724511646,44.7215075972],[10.5725101732,44.7217289083],[10.5725933217,44.722017219],[10.5726389192,44.7222089885],[10.5726603769,44.7223391175],[10.5726711058,44.7224611467],[10.5726576947,44.7226113452],[10.5725517475,44.7230699784],[10.5724887155,44.7234039011],[10.5724913977,44.7235018085],[10.5725423597,44.7237472314],[10.5725571119,44.7237915396],[10.572673788,44.7240423211],[10.5727327966,44.7241429073],[10.572777053,44.7242353941],[10.5728736125,44.7245170223],[10.5729098224,44.7246819847],[10.5729889475,44.7248818446],[10.5730747782,44.7251527502],[10.5731606089,44.7254907104],[10.573187431,44.7258071704],[10.5731686555,44.7260432339],[10.5731176936,44.72649386],[10.5730036997,44.7271885212],[10.5730358862,44.7274017713],[10.5730600261,44.7275358785],[10.5730948948,44.7276405081],[10.5731404923,44.7277343589],[10.5732075476,44.7278308893],[10.5732826494,44.7279114007],[10.5733631157,44.727975774],[10.573470404,44.7280481864],[10.5735575758,44.7280897521],[10.573662182,44.7281380468],[10.57382982,44.7282238576],[10.5740376912,44.7283579629]]",LineString,6/11/2024,12:06:30,,,Reggio nell’Emilia,,Reggio Emilia,,SP70,12/01/1903,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTL43512191812015000,present,🚗🚙🚚,108,🚗🚙🚚Code ,"44.7096710434,10.5999424659","44.7097394281,10.599006375","44.7098788778,10.5991673075",7,"[[10.5999424659,44.7096710434],[10.5994261407,44.7098199051],[10.5992906891,44.7098547526],[10.5991673075,44.7098788778],[10.5991109811,44.7098761972],[10.5990694069,44.7098574332],[10.599006375,44.7097394281]]",LineString,7/5/2025,12:07:00,07/05/2025,12:38:06,,,,,,27/03/1900,69,present,Certo (verificato),, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43269817364060000,present,⛔,401,⛔Strada chiusa,"45.0338910562,10.6059760951","45.0370882963,10.5986496412","45.0354226476,10.6011601888",50,"[[10.6059760951,45.0338910562],[10.6053538226,45.0339192515],[10.6050158643,45.0339393318],[10.6048026287,45.0339594713],[10.6046068274,45.033980914],[10.6044874691,45.0339956632],[10.604345312,45.0340131372],[10.6042125427,45.0340345798],[10.6040489279,45.0340627159],[10.6038504445,45.0341016324],[10.6037176751,45.0341298277],[10.6036036812,45.0341566013],[10.6034454309,45.0342008488],[10.6033126615,45.0342424308],[10.6032093965,45.0342786818],[10.6030833327,45.0343282602],[10.6029693388,45.0343792602],[10.6027641498,45.0344784761],[10.6025442087,45.0345884723],[10.602432897,45.0346461062],[10.6023121976,45.0347104926],[10.6016899251,45.0350484756],[10.6016362809,45.0350833045],[10.6014927827,45.035181216],[10.6013238036,45.0353019319],[10.6011601888,45.0354226476],[10.6009040379,45.0356264658],[10.600674709,45.0358155937],[10.6005942427,45.0358786164],[10.6005191409,45.0359309182],[10.600444039,45.0359791921],[10.6003743016,45.0360194104],[10.6002884709,45.0360676843],[10.6001704537,45.0361226513],[10.5996594929,45.0363506926],[10.5994744204,45.0364297664],[10.5992155873,45.0365504797],[10.5990895235,45.0366135016],[10.5989956461,45.0366685273],[10.5989513897,45.0367006898],[10.5989205443,45.0367275214],[10.5988749467,45.0367704047],[10.5988213025,45.0368294579],[10.5987985038,45.0368575926],[10.598775705,45.0368898142],[10.5987462007,45.0369380873],[10.5987099909,45.0370024711],[10.5986898743,45.0370359957],[10.5986751222,45.0370574372],[10.5986496412,45.0370882963]]",LineString,08/05/2024,11:15:30,,,Viadana,,Viadana,,,04/12/1901,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43269817292060000,present,⛔,401,⛔Strada chiusa,"45.0370882963,10.5986496412","45.0338910562,10.6059760951","45.0353019319,10.6013238036",50,"[[10.5986496412,45.0370882963],[10.5986751222,45.0370574372],[10.5986898743,45.0370359957],[10.5987099909,45.0370024711],[10.5987462007,45.0369380873],[10.598775705,45.0368898142],[10.5987985038,45.0368575926],[10.5988213025,45.0368294579],[10.5988749467,45.0367704047],[10.5989205443,45.0367275214],[10.5989513897,45.0367006898],[10.5989956461,45.0366685273],[10.5990895235,45.0366135016],[10.5992155873,45.0365504797],[10.5994744204,45.0364297664],[10.5996594929,45.0363506926],[10.6001704537,45.0361226513],[10.6002884709,45.0360676843],[10.6003743016,45.0360194104],[10.600444039,45.0359791921],[10.6005191409,45.0359309182],[10.6005942427,45.0358786164],[10.600674709,45.0358155937],[10.6009040379,45.0356264658],[10.6011601888,45.0354226476],[10.6013238036,45.0353019319],[10.6014927827,45.035181216],[10.6016362809,45.0350833045],[10.6016899251,45.0350484756],[10.6023121976,45.0347104926],[10.602432897,45.0346461062],[10.6025442087,45.0345884723],[10.6027641498,45.0344784761],[10.6029693388,45.0343792602],[10.6030833327,45.0343282602],[10.6032093965,45.0342786818],[10.6033126615,45.0342424308],[10.6034454309,45.0342008488],[10.6036036812,45.0341566013],[10.6037176751,45.0341298277],[10.6038504445,45.0341016324],[10.6040489279,45.0340627159],[10.6042125427,45.0340345798],[10.604345312,45.0340131372],[10.6044874691,45.0339956632],[10.6046068274,45.033980914],[10.6048026287,45.0339594713],[10.6050158643,45.0339393318],[10.6053538226,45.0339192515],[10.6059760951,45.0338910562]]",LineString,09/05/2024,21:47:30,,,Frazione Bocca Chiavica,,Viadana,,,04/12/1901,,present,Probabile,, - 
